product_ic,product_n_category,brand,price,sales_volu,click_thro,customer_,conversion,popularity,product_description
P4092,Beauty,Clinique,1491.09,1526,0.1,906,0.13,1966,"A anti-aging cream from Clinique, priced at 1491.09."
P4093,Apparel,Gap,845.41,3982,0.41,308,0.11,1045,"A cotton jacket from Gap, for 845.41."
P4094,Beauty,Maybelline,1999.78,777,0.21,391,0.15,667,"A matte cream from Maybelline, priced at 1999.78."
P4095,Home & Kitchen,Tupperware,1246.81,4522,0.33,922,0.01,603,"A easy to use table from Tupperware, priced 1246.81."
P4096,Beauty,Maybelline,1385.43,4937,0.08,287,0.15,717,"A oil-free cream from Maybelline, priced at 1385.43."
P4097,Home & Kitchen,Prestige,62.41,652,0.03,591,0.14,400,"A durable pan from Prestige, priced 62.41."
P4098,Beauty,Estee Lauder,873.22,3516,0.11,826,0.03,1769,"A oil-free lipstick from Estee Lauder, priced at 873.22."
P4099,Home & Kitchen,IKEA,120.27,4059,0.5,124,0.15,892,"A energy-efficient blender from IKEA, priced 120.27."
P4100,Home & Kitchen,Prestige,741.64,3166,0.38,133,0.09,1334,"A long-lasting container from Prestige, priced 741.64."
P4101,Sports,Adidas,515.32,195,0.15,891,0.19,1456,"A moisture-wicking sports jersey by Adidas, ideal for workouts. price is 515.32."
P4102,Electronics,HP,1366.66,817,0.48,336,0.06,1640,"A noise-cancelling headphones from HP, selling at 1366.66."
P4103,Grocery,Unilever,1223.68,3218,0.39,559,0.18,1342,"gluten-free quinoa flour from Unilever, at the price of 1223.68."
P4104,Electronics,HP,756.04,2080,0.15,374,0.14,1558,"A high-speed SSD from HP, selling at 756.04."
P4105,Home & Kitchen,Bosch,590.11,453,0.43,546,0.11,1997,"A non-stick container from Bosch, priced 590.11."
P4106,Sports,Puma,1883.83,2339,0.08,644,0.15,222,"A athlete shoes by Puma, ideal for training. price is 1883.83."
P4107,Electronics,Dell,1722.38,1538,0.07,304,0.16,1246,"A wireless SSD from Dell, selling at 1722.38."
P4108,Electronics,Apple,1649.69,3666,0.49,977,0.12,686,"A compact headphones from Apple, selling at 1649.69."
P4109,Home & Kitchen,Bosch,782.21,3982,0.47,255,0.19,1829,"A durable pan from Bosch, priced 782.21."
P4110,Home & Kitchen,IKEA,1764.92,1765,0.08,176,0.11,1821,"A durable blender from IKEA, priced 1764.92."
P4111,Electronics,HP,1035.61,1459,0.01,797,0.09,1744,"A compact SSD from HP, selling at 1035.61."
P4112,Grocery,Kellogg's,1143.84,4400,0.41,23,0.13,742,"vegan oats from Kellogg's, at the price of 1143.84."
P4113,Beauty,Revlon,161.49,1653,0.08,305,0.08,1189,"A SPF cream from Revlon, priced at 161.49."
P4114,Electronics,Sony,42.3,3442,0.44,381,0.09,1441,"A portable monitor from Sony, selling at 42.3."
P4115,Electronics,Lenovo,1167.42,2484,0.22,413,0.18,159,"A portable SSD from Lenovo, selling at 1167.42."
P4116,Beauty,Clinique,1208.23,4582,0.21,238,0.08,1098,"A anti-aging cream from Clinique, priced at 1208.23."
P4117,Apparel,H&M,1544.71,544,0.29,157,0.15,423,"A silk jacket from H&M, for 1544.71."
P4118,Apparel,Gap,1416.21,2594,0.39,349,0.11,368,"A silk dress from Gap, for 1416.21."
P4119,Apparel,GAP,688.63,2580,0.24,358,0.19,1374,"A linen dress from GAP, for 688.63."
P4120,Electronics,HP,1180.22,2216,0.05,995,0.13,634,"A cheap laptop from HP, selling at 1180.22."
P4121,Beauty,Revlon,1367.21,3731,0.38,487,0.1,1159,"A hydrating lipstick from Revlon, priced at 1367.21."
P4122,Apparel,Levi's,639.66,3987,0.28,763,0.18,1242,"A linen T-shirt from Levi's, for 639.66."
P4123,Beauty,Clinique,1852.05,3912,0.26,645,0.17,425,"A anti-aging cream from Clinique, priced at 1852.05."
P4124,Electronics,Lenovo,1384.97,1572,0.21,597,0.18,1406,"A large memory headphones from Lenovo, selling at 1384.97."
P4125,Electronics,Apple,1513.12,3110,0.49,233,0.17,1462,"A wireless monitor from Apple, selling at 1513.12."
P4126,Grocery,Nestle,727.32,2250,0.37,466,0.09,341,"vitamin-rich oats from Nestle, at the price of 727.32."
P4127,Electronics,HP,1963.91,3675,0.21,409,0.11,374,"A high-speed headphones from HP, selling at 1963.91."
P4128,Grocery,OrganicCh,1843.32,3731,0.15,685,0.15,938,"vitamin-rich oats from OrganicCh, at the price of 1843.32."
P4129,Beauty,L'Oreal,1645.53,4794,0.1,67,0.18,972,"A hydrating cream from L'Oreal, priced at 1645.53."
P4130,Beauty,L'Oreal,1874.76,3982,0.45,199,0.08,110,"A SPF serum from L'Oreal, priced at 1874.76."
P4131,Apparel,H&M,1544.78,3390,0.2,980,0.01,333,"A cotton T-shirt from H&M, for 1544.78."
P4132,Beauty,Clinique,1763.1,2981,0.12,269,0.08,820,"A for dry skin foundation from Clinique, priced at 1763.1."
P4133,Grocery,General Mills,570.8,4984,0.36,216,0.19,1401,"healthy oats from General Mills, at the price of 570.8."
P4134,Sports,Puma,1558.89,583,0.27,721,0.19,1158,"A gym hiking shoes by Puma, ideal for workouts. price is 1558.89."
P4135,Electronics,Sony,474.72,1876,0.26,366,0.2,1814,"A high-quality laptop from Sony, selling at 474.72."
P4136,Beauty,Revlon,1445.06,3561,0.33,105,0.12,1873,"A for dry skin foundation from Revlon, priced at 1445.06."
P4137,Electronics,Sony,1167.42,2950,0.44,421,0.05,1604,"A high-quality headphones from Sony, selling at 1167.42."
P4138,Apparel,Levi's,1615.96,1864,0.18,199,0.13,1836,"A Polyester T-shirt from Levi's, for 1615.96."
P4139,Apparel,Gap,1729.95,978,0.36,269,0.05,213,"A cotton T-shirt from Gap, for 1729.95."
P4140,Beauty,Maybelline,319.65,146,0.2,235,0.03,1033,"A matte foundation from Maybelline, priced at 319.65."
P4141,Sports,Nike,1360.21,656,0.34,660,0.19,1613,"A durable running shoes by Nike, ideal for workouts. price is 1360.21."
P4142,Home & Kitchen,Tupperware,81.0,4940,0.04,591,0.15,1370,"A long-lasting pan from Tupperware, priced 81.0."
P4143,Home & Kitchen,Philips,1753.52,4668,0.39,991,0.08,1055,"A durable table from Philips, priced 1753.52."
P4144,Beauty,Revlon,1533.35,4418,0.07,746,0.02,1357,"A oil-free serum from Revlon, priced at 1533.35."
P4145,Home & Kitchen,Tupperware,1220.44,404,0.29,554,0.17,1498,"A eco-friendly blender from Tupperware, priced 1220.44."
P4146,Electronics,Apple,102.44,2872,0.24,542,0.02,923,"A wireless SSD from Apple, selling at 102.44."
P4147,Home & Kitchen,Prestige,1796.27,2278,0.28,768,0.05,915,"A unbreakable table from Prestige, priced 1796.27."
P4148,Apparel,H&M,617.88,681,0.47,446,0.12,675,"A silk jeans from H&M, for 617.88."
P4149,Grocery,Unilever,1210.25,3525,0.12,21,0.04,619,"low-sugar cereal from Unilever, at the price of 1210.25."
P4150,Home & Kitchen,IKEA,603.38,4917,0.08,677,0.2,1845,"A non-stick blender from IKEA, priced 603.38."
P4151,Grocery,Nestle,1146.89,4471,0.47,310,0.16,1770,"organic quinoa flour from Nestle, at the price of 1146.89."
P4152,Sports,Adidas,1524.78,2722,0.42,195,0.07,1479,"A moisture-wicking shoes by Adidas, ideal for workouts. price is 1524.78."
P4153,Beauty,Maybelline,1516.01,3108,0.12,604,0.06,766,"A anti-aging serum from Maybelline, priced at 1516.01."
P4154,Apparel,Zara,1340.27,4904,0.14,653,0.02,746,"A cotton dress from Zara, for 1340.27."
P4155,Grocery,General Mills,159.17,1816,0.3,78,0.07,1270,"vitamin-rich oats from General Mills, at the price of 159.17."
P4156,Beauty,L'Oreal,339.09,4381,0.38,669,0.01,416,"A SPF foundation from L'Oreal, priced at 339.09."
P4157,Electronics,Lenovo,1683.61,1014,0.02,335,0.12,1807,"A portable headphones from Lenovo, selling at 1683.61."
P4158,Apparel,Zara,874.29,1672,0.46,247,0.09,1953,"A Polyester dress from Zara, for 874.29."
P4159,Sports,Adidas,1886.12,2626,0.2,108,0.18,482,"A durable leggings by Adidas, ideal for matches. price is 1886.12."
P4160,Sports,Nike,373.55,1788,0.37,689,0.2,1037,"A gym sports jersey by Nike, ideal for training. price is 373.55."
P4161,Apparel,Zara,1908.33,3312,0.3,566,0.08,1358,"A Polyester T-shirt from Zara, for 1908.33."
P4162,Grocery,General Mills,247.93,2127,0.37,113,0.09,1651,"organic quinoa flour from General Mills, at the price of 247.93."
P4163,Sports,Under Armour,318.04,2571,0.14,584,0.03,627,"A breathable sports jersey by Under Armour, ideal for matches. price is 318.04."
P4164,Home & Kitchen,Prestige,51.34,1807,0.22,168,0.03,1396,"A unbreakable table from Prestige, priced 51.34."
P4165,Grocery,Unilever,645.65,4475,0.24,389,0.19,1929,"healthy quinoa flour from Unilever, at the price of 645.65."
P4166,Beauty,Revlon,1848.68,3762,0.04,775,0.06,1913,"A dewy cream from Revlon, priced at 1848.68."
P4167,Home & Kitchen,Tupperware,1252.0,407,0.26,636,0.14,265,"A long-lasting table from Tupperware, priced 1252.0."
P4168,Electronics,Samsung,159.12,1566,0.37,515,0.05,1031,"A portable monitor from Samsung, selling at 159.12."
P4169,Grocery,General Mills,438.2,3355,0.4,423,0.11,798,"healthy oats from General Mills, at the price of 438.2."
P4170,Home & Kitchen,Tupperware,417.06,2148,0.38,614,0.13,1000,"A energy-efficient blender from Tupperware, priced 417.06."
P4171,Home & Kitchen,Bosch,622.74,593,0.26,668,0.02,1880,"A durable blender from Bosch, priced 622.74."
P4172,Apparel,Zara,380.87,2364,0.03,556,0.08,864,"A silk T-shirt from Zara, for 380.87."
P4173,Sports,Puma,226.15,3779,0.39,140,0.15,1885,"A breathable hoodie by Puma, ideal for matches. price is 226.15."
P4174,Electronics,Sony,272.46,3761,0.5,615,0.05,1938,"A cheap laptop from Sony, selling at 272.46."
P4175,Electronics,HP,1150.95,2822,0.28,845,0.06,125,"A noise-cancelling monitor from HP, selling at 1150.95."
P4176,Electronics,Dell,1822.17,2788,0.36,653,0.1,612,"A high-quality SSD from Dell, selling at 1822.17."
P4177,Electronics,Apple,1736.57,4025,0.2,702,0.17,1046,"A cheap headphones from Apple, selling at 1736.57."
P4178,Electronics,Apple,1668.46,2839,0.15,121,0.1,1934,"A cheap monitor from Apple, selling at 1668.46."
P4179,Sports,Wilson,320.58,1371,0.05,64,0.19,442,"A breathable running shoes by Wilson, ideal for training. price is 320.58."
P4180,Electronics,Apple,93.66,1932,0.3,732,0.18,1850,"A cheap laptop from Apple, selling at 93.66."
P4181,Home & Kitchen,IKEA,1737.0,1415,0.02,618,0.02,157,"A energy-efficient pan from IKEA, priced 1737.0."
P4182,Apparel,Gap,302.12,1951,0.08,392,0.07,1137,"A linen dress from Gap, for 302.12."
P4183,Beauty,L'Oreal,69.58,3077,0.33,409,0.17,1509,"A anti-aging lipstick from L'Oreal, priced at 69.58."
P4184,Beauty,Maybelline,1483.31,3514,0.42,395,0.14,1750,"A SPF serum from Maybelline, priced at 1483.31."
P4185,Home & Kitchen,Tupperware,1339.17,375,0.24,961,0.02,704,"A eco-friendly pan from Tupperware, priced 1339.17."
P4186,Home & Kitchen,Prestige,1274.48,769,0.29,320,0.06,408,"A unbreakable blender from Prestige, priced 1274.48."
P4187,Apparel,Levi's,600.66,320,0.45,743,0.06,1798,"A cotton jeans from Levi's, for 600.66."
P4188,Electronics,Lenovo,492.45,3497,0.18,468,0.06,1256,"A wireless SSD from Lenovo, selling at 492.45."
P4189,Home & Kitchen,IKEA,978.63,1908,0.18,559,0.1,1907,"A unbreakable blender from IKEA, priced 978.63."
P4190,Electronics,Dell,1961.9,156,0.14,864,0.02,1153,"A wireless monitor from Dell, selling at 1961.9."
P4191,Grocery,Unilever,1861.54,3181,0.17,479,0.16,862,"organic cereal from Unilever, at the price of 1861.54."
P4192,Sports,Adidas,1475.41,3651,0.15,809,0.04,1819,"A lightweight leggings by Adidas, ideal for matches. price is 1475.41."
P4193,Grocery,General Mills,1131.4,3873,0.1,327,0.15,703,"gluten-free oats from General Mills, at the price of 1131.4."
P4194,Sports,Adidas,577.32,4830,0.13,358,0.07,1050,"A moisture-wicking hoodie by Adidas, ideal for training. price is 577.32."
P4195,Grocery,General Mills,560.44,373,0.26,218,0.04,485,"low-sugar oats from General Mills, at the price of 560.44."
P4196,Home & Kitchen,Tupperware,197.4,102,0.45,325,0.1,102,"A non-stick blender from Tupperware, priced 197.4."
P4197,Beauty,Clinique,112.81,946,0.34,125,0.16,575,"A SPF serum from Clinique, priced at 112.81."
P4198,Home & Kitchen,Philips,282.38,683,0.05,454,0.06,1365,"A easy to use container from Philips, priced 282.38."
P4199,Sports,Under Armour,1493.1,818,0.38,816,0.1,354,"A athlete hoodie by Under Armour, ideal for training. price is 1493.1."
P4200,Apparel,GAP,1351.34,2393,0.18,779,0.03,769,"A wool jacket from GAP, for 1351.34."
P4201,Apparel,GAP,1329.18,3004,0.48,216,0.19,1746,"A denim dress from GAP, for 1329.18."
P4202,Electronics,Dell,819.13,1662,0.08,804,0.11,173,"A compact headphones from Dell, selling at 819.13."
P4203,Beauty,Estee Lauder,1940.63,3417,0.1,293,0.09,1855,"A anti-aging lipstick from Estee Lauder, priced at 1940.63."
P4204,Electronics,Samsung,523.26,832,0.46,898,0.12,1174,"A noise-cancelling laptop from Samsung, selling at 523.26."
P4205,Electronics,HP,814.37,1235,0.47,690,0.15,171,"A portable laptop from HP, selling at 814.37."
P4206,Sports,Nike,1846.94,1906,0.24,603,0.06,609,"A breathable leggings by Nike, ideal for workouts. price is 1846.94."
P4207,Grocery,OrganicCh,313.04,1353,0.2,231,0.13,1755,"organic oats from OrganicCh, at the price of 313.04."
P4208,Grocery,Nestle,578.29,945,0.47,191,0.06,1083,"healthy oats from Nestle, at the price of 578.29."
P4209,Home & Kitchen,Bosch,262.79,1521,0.45,379,0.18,1954,"A long-lasting container from Bosch, priced 262.79."
P4210,Electronics,Apple,1558.89,2784,0.22,778,0.12,1520,"A high-speed monitor from Apple, selling at 1558.89."
P4211,Beauty,Revlon,272.29,957,0.22,118,0.19,1709,"A hydrating lipstick from Revlon, priced at 272.29."
P4212,Sports,Adidas,678.24,3661,0.26,627,0.07,442,"A moisture-wicking leggings by Adidas, ideal for workouts. price is 678.24."
P4213,Home & Kitchen,Prestige,861.0,4484,0.28,843,0.14,1963,"A long-lasting blender from Prestige, priced 861.0."
P4214,Apparel,Gap,1850.36,4103,0.46,499,0.03,838,"A cotton dress from Gap, for 1850.36."
P4215,Electronics,Lenovo,1638.23,2093,0.15,278,0.14,756,"A high-quality laptop from Lenovo, selling at 1638.23."
P4216,Grocery,Unilever,177.92,2961,0.31,781,0.08,1791,"rich in protein cereal from Unilever, at the price of 177.92."
P4217,Sports,Puma,1111.22,4858,0.01,145,0.13,1245,"A lightweight running shoes by Puma, ideal for training. price is 1111.22."
P4218,Home & Kitchen,Tupperware,745.63,2872,0.43,604,0.11,1045,"A unbreakable container from Tupperware, priced 745.63."
P4219,Electronics,Apple,476.38,1381,0.33,239,0.1,1564,"A high-speed laptop from Apple, selling at 476.38."
P4220,Grocery,Unilever,1949.92,2922,0.27,50,0.07,945,"organic oats from Unilever, at the price of 1949.92."
P4221,Grocery,OrganicCh,1090.91,1589,0.3,651,0.04,1377,"organic quinoa flour from OrganicCh, at the price of 1090.91."
P4222,Electronics,Apple,782.62,1140,0.13,838,0.12,1784,"A portable SSD from Apple, selling at 782.62."
P4223,Sports,Nike,330.89,2565,0.27,690,0.16,825,"A durable running shoes by Nike, ideal for matches. price is 330.89."
P4224,Apparel,Levi's,258.28,4539,0.34,841,0.16,1940,"A linen jeans from Levi's, for 258.28."
P4225,Electronics,Dell,128.49,2750,0.49,393,0.14,1783,"A cheap SSD from Dell, selling at 128.49."
P4226,Home & Kitchen,IKEA,1393.82,482,0.4,789,0.1,974,"A non-stick table from IKEA, priced 1393.82."
P4227,Grocery,OrganicCh,1400.47,4821,0.37,17,0.17,312,"organic oats from OrganicCh, at the price of 1400.47."
P4228,Electronics,Lenovo,66.39,3488,0.28,845,0.17,1022,"A large memory monitor from Lenovo, selling at 66.39."
P4229,Beauty,L'Oreal,1606.68,4417,0.18,22,0.13,501,"A matte foundation from L'Oreal, priced at 1606.68."
P4230,Sports,Puma,1235.61,4386,0.09,111,0.1,1079,"A durable leggings by Puma, ideal for matches. price is 1235.61."
P4231,Sports,Nike,1170.67,2240,0.02,639,0.1,1219,"A moisture-wicking shoes by Nike, ideal for workouts. price is 1170.67."
P4232,Apparel,Zara,1563.64,850,0.1,346,0.1,1160,"A cotton T-shirt from Zara, for 1563.64."
P4233,Grocery,Nestle,1937.42,4424,0.37,42,0.02,980,"healthy cereal from Nestle, at the price of 1937.42."
P4234,Grocery,Kellogg's,1425.02,633,0.07,736,0.17,1761,"gluten-free quinoa flour from Kellogg's, at the price of 1425.02."
P4235,Electronics,Dell,970.25,3014,0.08,19,0.07,1748,"A large memory SSD from Dell, selling at 970.25."
P4236,Grocery,OrganicCh,1062.89,4410,0.15,662,0.18,1023,"organic oats from OrganicCh, at the price of 1062.89."
P4237,Electronics,Dell,1111.7,549,0.47,970,0.01,620,"A wireless laptop from Dell, selling at 1111.7."
P4238,Home & Kitchen,Bosch,1816.46,3075,0.04,866,0.17,1551,"A energy-efficient blender from Bosch, priced 1816.46."
P4239,Beauty,Clinique,1279.46,3700,0.29,52,0.15,453,"A long-lasting serum from Clinique, priced at 1279.46."
P4240,Sports,Puma,1649.45,703,0.22,435,0.06,1196,"A durable hiking shoes by Puma, ideal for matches. price is 1649.45."
P4241,Home & Kitchen,Bosch,43.39,142,0.39,605,0.15,989,"A unbreakable blender from Bosch, priced 43.39."
P4242,Grocery,OrganicCh,1738.8,4033,0.33,246,0.02,206,"organic oats from OrganicCh, at the price of 1738.8."
P4243,Grocery,Unilever,1222.92,4027,0.41,241,0.16,1310,"rich in protein quinoa flour from Unilever, at the price of 1222.92."
P4244,Apparel,H&M,305.56,1033,0.07,471,0.2,612,"A linen T-shirt from H&M, for 305.56."
P4245,Electronics,Sony,1622.8,3605,0.18,561,0.1,274,"A high-quality monitor from Sony, selling at 1622.8."
P4246,Beauty,Maybelline,1201.7,1910,0.06,313,0.1,184,"A for dry skin foundation from Maybelline, priced at 1201.7."
P4247,Grocery,Nestle,630.92,2920,0.26,128,0.04,1570,"gluten-free oats from Nestle, at the price of 630.92."
P4248,Beauty,L'Oreal,462.25,4787,0.16,909,0.06,261,"A long-lasting foundation from L'Oreal, priced at 462.25."
P4249,Apparel,Zara,612.21,341,0.46,83,0.15,315,"A silk T-shirt from Zara, for 612.21."
P4250,Beauty,Clinique,924.57,4067,0.34,104,0.1,903,"A hydrating serum from Clinique, priced at 924.57."
P4251,Apparel,Zara,998.58,4114,0.39,381,0.08,987,"A cotton dress from Zara, for 998.58."
P4252,Electronics,HP,1136.59,396,0.23,710,0.14,572,"A wireless monitor from HP, selling at 1136.59."
P4253,Sports,Puma,1889.62,1098,0.2,170,0.11,505,"A moisture-wicking sports jersey by Puma, ideal for matches. price is 1889.62."
P4254,Home & Kitchen,IKEA,1595.42,2444,0.35,159,0.15,1615,"A non-stick table from IKEA, priced 1595.42."
P4255,Beauty,Revlon,1394.14,1106,0.36,775,0.02,1080,"A dewy serum from Revlon, priced at 1394.14."
P4256,Electronics,Dell,790.72,3748,0.47,749,0.15,1656,"A noise-cancelling SSD from Dell, selling at 790.72."
P4257,Sports,Under Armour,1853.32,2229,0.26,894,0.12,1773,"A athlete sports jersey by Under Armour, ideal for training. price is 1853.32."
P4258,Electronics,Samsung,303.53,2634,0.34,568,0.15,883,"A cheap SSD from Samsung, selling at 303.53."
P4259,Sports,Adidas,1666.29,4640,0.45,868,0.15,1789,"A gym hiking shoes by Adidas, ideal for workouts. price is 1666.29."
P4260,Grocery,General Mills,1300.82,4277,0.33,869,0.2,512,"gluten-free cereal from General Mills, at the price of 1300.82."
P4261,Grocery,Nestle,1420.73,4758,0.31,29,0.18,1847,"gluten-free oats from Nestle, at the price of 1420.73."
P4262,Sports,Adidas,1686.37,244,0.03,448,0.15,603,"A lightweight hoodie by Adidas, ideal for workouts. price is 1686.37."
P4263,Beauty,Maybelline,670.57,2358,0.32,693,0.12,288,"A dewy serum from Maybelline, priced at 670.57."
P4264,Grocery,General Mills,634.81,1266,0.06,659,0.13,692,"healthy cereal from General Mills, at the price of 634.81."
